cntry;name_minister;portfolio;party;party_fullname;party_abbr;party_nameen;orientation;ep_affiliation;eu_stance
IRL;Heather Humphreys;Minister for Business, Enterprise and Innovation;Fine Gael;Fine Gael;FG;Family of the Irish;Centre-right;EPP;"In favour of EU integration;"
IRL;Josepha Madigan;Minister for Culture, Heritage and the Gaeltacht;Fine Gael;Fine Gael;FG;Family of the Irish;Centre-right;EPP;"In favour of EU integration;"
IRL;Richard Bruton;Minister for Communications, Climate Action and Environment;Fine Gael;Fine Gael;FG;Family of the Irish;Centre-right;EPP;"In favour of EU integration;"
IRL;Joe McHugh;Minister for Education and Skills;Fine Gael;Fine Gael;FG;Family of the Irish;Centre-right;EPP;"In favour of EU integration;"
ITA;Giuseppe Conte;Prime Minister;Independent;NI;NI;NI;NI;NI;NI
ITA;Luigi Di Maio;Minister of Foreign Affairs;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Luciana Lamorgese;Minister of the Interior;Independent;NI;NI;NI;NI;NI;NI
ITA;Alfonso Bonafede;Minister of Justice;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Lorenzo Guerini;Minister of Defence;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Roberto Gualtieri;Minister of Economy and Finance;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Stefano Patuanelli;Minister of Economic Development;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Teresa Bellanova;Minister of Agricultural, Food and Forestry Policies;Italia Viva;Italia Viva;IV;Italy Alive;Liberal;RE;"Strongly in favour of EU integration;"
ITA;Giuseppe Conte(Acting);Minister of Agricultural, Food and Forestry Policies;Independent;NI;NI;NI;NI;NI;NI
ITA;Sergio Costa;Minister of the Environment;Independent;NI;NI;NI;NI;NI;NI
ITA;Paola De Micheli;Minister of Infrastructure and Transport;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Nunzia Catalfo;Minister of Labour and Social Policies;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Lorenzo Fioramonti;Minister of Education, University and Research;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Giuseppe Conte(Acting);Minister of Education, University and Research;Independent;NI;NI;NI;NI;NI;NI
ITA;Lucia Azzolina;Minister of Public Education;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Gaetano Manfredi;Minister of University and Research;Independent;NI;NI;NI;NI;NI;NI
ITA;Dario Franceschini;Minister of Cultural Heritage and Activities and Tourism;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Roberto Speranza;Minister of Health;Free and Equal(Art.1);Green Italia;GI;Green Italy;Green politics;~ Greens/EFA;"Strongly in favour of EU integration;"
ITA;Federico D'Incà;Minister for Parliamentary Relations(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Fabiana Dadone;Minister of Public Administration(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Francesco Boccia;Minister of Regional Affairs and Autonomies(without portfolio);Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Giuseppe Provenzano;Minister for the South(without portfolio);Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Elena Bonetti;Minister for Family and Equal Opportunities(without portfolio);Italia Viva;Italia Viva;IV;Italy Alive;Liberal;RE;"Strongly in favour of EU integration;"
ITA;Giuseppe Conte(Acting);Minister for Family and Equal Opportunities(without portfolio);Independent;NI;NI;NI;NI;NI;NI
ITA;Vincenzo Amendola;Minister of European Affairs(without portfolio);Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Vincenzo Spadafora;Minister for Sport and Youth Policies(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Paola Pisano;Minister for Technological Innovation(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Riccardo Fraccaro;Secretary of the Council of Ministers (Undersecretary to the Presidency of the Council of Ministers);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Giuseppe Conte;Prime Minister;Independent;NI;NI;NI;NI;NI;NI
ITA;Matteo Salvini;Deputy Prime Minister;League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Luigi Di Maio;Deputy Prime Minister;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Enzo Moavero Milanesi;Minister of Foreign Affairs;Independent;NI;NI;NI;NI;NI;NI
ITA;Matteo Salvini;Minister of the Interior;League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Alfonso Bonafede;Minister of Justice;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Elisabetta Trenta;Minister of Defence;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Giovanni Tria;Minister of Economy and Finance;Independent;NI;NI;NI;NI;NI;NI
ITA;Luigi Di Maio;Minister of Economic Development, Labour and Social Policies;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Gian Marco Centinaio;Minister of Agriculture and Tourism;League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Sergio Costa;Minister of the Environment;Independent;NI;NI;NI;NI;NI;NI
ITA;Danilo Toninelli;Minister of Infrastructure and Transport;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Marco Bussetti;Minister of Education, University and Research;Independent;NI;NI;NI;NI;NI;NI
ITA;Alberto Bonisoli;Minister of Cultural Heritage and Activities;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Giulia Grillo;Minister of Health;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Riccardo Fraccaro;Minister for Parliamentary Relations and Direct Democracy(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Giulia Bongiorno;Minister of Public Administration(without portfolio);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Erika Stefani;Minister of Regional Affairs and Autonomies(without portfolio);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Barbara Lezzi;Minister for the South(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Lorenzo Fontana;Minister for Family and Disability(without portfolio);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Alessandra Locatelli;Minister for Family and Disability(without portfolio);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Paolo Savona;Minister of European Affairs(without portfolio);Independent;NI;NI;NI;NI;NI;NI
ITA;Giuseppe Conte(Acting);Minister of European Affairs(without portfolio);Independent;NI;NI;NI;NI;NI;NI
ITA;Lorenzo Fontana;Minister of European Affairs(without portfolio);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Giancarlo Giorgetti;Secretary of the Council of Ministers (Undersecretary to the Presidency of the Council of Ministers);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Mario Draghi;Prime Minister;Independent;NI;NI;NI;NI;NI;NI
ITA;Luigi Di Maio;Minister of Foreign Affairs;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Luciana Lamorgese;Minister of the Interior;Independent;NI;NI;NI;NI;NI;NI
ITA;Marta Cartabia;Minister of Justice;Independent;NI;NI;NI;NI;NI;NI
ITA;Lorenzo Guerini;Minister of Defence;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Daniele Franco;Minister of Economy and Finance;Independent;NI;NI;NI;NI;NI;NI
ITA;Giancarlo Giorgetti;Minister of Economic Development;League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Stefano Patuanelli;Minister of Agricultural, Food and Forestry Policies;Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Roberto Cingolani;Minister for the Ecological Transition;Independent;NI;NI;NI;NI;NI;NI
ITA;Enrico Giovannini;Minister of Sustainable Infrastructure and Mobility;Independent;NI;NI;NI;NI;NI;NI
ITA;Andrea Orlando;Minister of Labour and Social Policies;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Patrizio Bianchi;Minister of Public Education;Independent;NI;NI;NI;NI;NI;NI
ITA;Maria Cristina Messa;Minister of University and Research;Independent;NI;NI;NI;NI;NI;NI
ITA;Dario Franceschini;Minister of Culture;Democratic Party;Partito Democratico;PD;Democratic Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ITA;Roberto Speranza;Minister of Health;Article One;Articolo Uno;Art. 1;Article One;Centre-left;~S&D;"In favour of EU integration;"
ITA;Massimo Garavaglia;Minister of Tourism;League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Federico D'Incà;Minister for Parliamentary Relations(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Renato Brunetta;Minister of Public Administration(without portfolio);Forza Italia;Forza Italia;FI;Go Italy;Centre-right;EPP;"Somewhat in favour of EU integration;"
ITA;Mariastella Gelmini;Minister of Regional Affairs and Autonomies(without portfolio);Forza Italia;Forza Italia;FI;Go Italy;Centre-right;EPP;"Somewhat in favour of EU integration;"
ITA;Mara Carfagna;Minister for the South and Territorial Cohesion(without portfolio);Forza Italia;Forza Italia;FI;Go Italy;Centre-right;EPP;"Somewhat in favour of EU integration;"
ITA;Elena Bonetti;Minister for Family and Equal Opportunities(without portfolio);Italia Viva;Italia Viva;IV;Italy Alive;Liberal;RE;"Strongly in favour of EU integration;"
ITA;Fabiana Dadone;Minister for Youth Policies(without portfolio);Five Star Movement;Movimento 5 Stelle;M5S;Five Star Movement;Diverse;NI;"Somewhat opposed to EU integration;"
ITA;Vittorio Colao;Minister for Technological Innovation and Digital Transition(without portfolio);Independent;NI;NI;NI;NI;NI;NI
ITA;Erika Stefani;Minister for Disabilities(without portfolio);League;Lega;LEGA;League;Right-wing;ID;"Opposed to EU integration;"
ITA;Roberto Garofoli;Secretary of the Council of Ministers (Undersecretary to the Presidency of the Council of Ministers);Independent;NI;NI;NI;NI;NI;NI
LTU;Ingrida Šimonytė;Prime Minister;Independent (delegated by Homeland Union);NI;NI;NI;NI;NI;NI
LTU;Kęstutis Navickas;Minister for Agriculture;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Simonas Kairys;Minister for Culture;Liberal Movement;Lietuvos Respublikos liberalų sąjūdis;LRLS;Liberal Movement of the Republic of Lithuania;Centre-right;Liberal;RE
LTU;Aušrinė Armonaitė;Minister for Economy and Innovation;Freedom Party;Laisvės partija;LP;Freedom Party;Centrist;Liberal;RE
LTU;Jurgita Šiugždinienė;Minister for Education, Science and Sports;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Dainius Kreivys;Minister for Energy;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Simonas Gentvilas;Minister for Environment;Liberal Movement;Lietuvos Respublikos liberalų sąjūdis;LRLS;Liberal Movement of the Republic of Lithuania;Centre-right;Liberal;RE
LTU;Gintarė Skaistė;Minister for Finance;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Gabrielius Landsbergis;Minister for Foreign Affairs;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Arūnas Dulkys;Minister for Health;Independent (delegated by Homeland Union);NI;NI;NI;NI;NI;NI
LTU;Agnė Bilotaitė;Minister for Interior;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Evelina Dobrovolska;Minister for Justice;Freedom Party;Laisvės partija;LP;Freedom Party;Centrist;Liberal;RE
LTU;Arvydas Anušauskas;Minister for National Defence;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Monika Navickienė;Minister for Social Security and Labour;Homeland Union;Tėvynės sąjunga – Lietuvos krikščionys demokratai;TS-LKD;Homeland Union – Lithuanian Christian Democrats;Centre-right;EPP;"Strongly in favour of EU integration;"
LTU;Marius Skuodis;Minister for Transport and Communications;Independent (delegated by Freedom Party);NI;NI;NI;NI;NI;NI
LTU;Saulius Skvernelis;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Jurgita Petrauskienė;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Algirdas Monkevičius;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Žygimantas Vaičiūnas;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Vilius Šapoka;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Mindaugas Sinkevičius;NA;LSDP;Lietuvos socialdemokratų partija;LSDP;Social Democratic Party of Lithuania;Centre-left;S&D;"Strongly in favour of EU integration;"
LTU;Virginijus Sinkevičius;NA;LVŽS;Lietuvos valstiečių ir žaliųjų sąjunga;LVŽS;Lithuanian Farmers and Greens Union;Centrist;Agrarian;Green
LTU;Rimantas Sinkevičius;NA;LSDDP;Lietuvos socialdemokratų darbo partija;LSDDP;Social Democratic Labour Party of Lithuania;Centre-left;→S&D;"In favour of EU integration;"
LTU;Rokas Masiulis;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Jaroslav Narkevič;NA;LLRA-KŠS;Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga;LLRA-KŠS;Electoral Action of Poles in Lithuania – Christian Families Alliance;Conservative;Polish minority interests;ECR
LTU;Liana Ruokytė-Jonsson;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Mindaugas Kvietkauskas;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Raimundas Karoblis;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Linas Kukuraitis;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Bronius Markauskas;NA;LVŽS;Lietuvos valstiečių ir žaliųjų sąjunga;LVŽS;Lithuanian Farmers and Greens Union;Centrist;Agrarian;Green
LTU;Giedrius Surplys;NA;LVŽS;Lietuvos valstiečių ir žaliųjų sąjunga;LVŽS;Lithuanian Farmers and Greens Union;Centrist;Agrarian;Green
LTU;Andrius Palionis;NA;LSDDP;Lietuvos socialdemokratų darbo partija;LSDDP;Social Democratic Labour Party of Lithuania;Centre-left;→S&D;"In favour of EU integration;"
LTU;Eimutis Misiūnas;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Rita Tamasuniene;NA;LLRA-KŠS;Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga;LLRA-KŠS;Electoral Action of Poles in Lithuania – Christian Families Alliance;Conservative;Polish minority interests;ECR
LTU;Linas Antanas Linkevičius;NA;LSDP;Lietuvos socialdemokratų partija;LSDP;Social Democratic Party of Lithuania;Centre-left;S&D;"Strongly in favour of EU integration;"
LTU;Linas Antanas Linkevičius;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Milda Vainiutė;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Elvinas Jankevičius;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Kęstutis Navickas;NA;Independent;NI;NI;NI;NI;NI;NI
LTU;Kęstutis Mažeika;NA;LVŽS;Lietuvos valstiečių ir žaliųjų sąjunga;LVŽS;Lithuanian Farmers and Greens Union;Centrist;Agrarian;Green
LTU;Aurelijus Veryga;NA;Independent;NI;NI;NI;NI;NI;NI
LUX;Xavier Bettel;Prime Minister Minister of Communications and the Media  Minister of State  Minister of Administrative Reform;DP;Demokratesch Partei;DP;Democratic Party;Liberal;RE;"Strongly in favour of EU integration;"
LUX;Etienne Schneider;First Deputy Prime Minister Minister of the Economy  Minister of Health;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;LSAP;Luxembourg Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
LUX;Félix Braz;Second Deputy Prime Minister Minister of Justice;DG;Déi Gréng;Gréng;The Greens;Green politics;Greens/EFA;"In favour of EU integration;"
LUX;Jean Asselborn;Minister of Foreign Affairs  Minister of Immigration and Asylum;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;LSAP;Luxembourg Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
LUX;Daniel Kersch;Minister of Sport  Minister of Labour, Employment and the Social and Solidarity Economy;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;LSAP;Luxembourg Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
LUX;Romain Schneider;Minister of Agriculture  Minister of Social Affairs;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;LSAP;Luxembourg Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
LUX;François Bausch;Minister of Mobility, Transport, & Public Works Minister of Defence Minister of Domestic Security;DG;Déi Gréng;Gréng;The Greens;Green politics;Greens/EFA;"In favour of EU integration;"
LUX;Paulette Lenert;Minister of Development Cooperation and Humanitarian Affairs  Minister of Consumer Protection;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;LSAP;Luxembourg Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
LUX;Sam Tanson;Minister of Housing  Minister of Culture;DG;Déi Gréng;Gréng;The Greens;Green politics;Greens/EFA;"In favour of EU integration;"
LUX;Pierre Gramegna;Minister of Finance;DP;Demokratesch Partei;DP;Democratic Party;Liberal;RE;"Strongly in favour of EU integration;"
LUX;Taina Bofferding;Minister of the Interior  Minister of Equal Opportunities;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;LSAP;Luxembourg Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
LUX;Claude Meisch;Minister of Children and Youth  Minister of Higher Education and Research  Minister of National Education;DP;Demokratesch Partei;DP;Democratic Party;Liberal;RE;"Strongly in favour of EU integration;"
LUX;Corinne Cahen;Minister of the Greater Region  Minister of Family and Integration;DP;Demokratesch Partei;DP;Democratic Party;Liberal;RE;"Strongly in favour of EU integration;"
LUX;Carole Dieschbourg;Minister of the Environment, Climate, and Sustainable Development;DG;Déi Gréng;Gréng;The Greens;Green politics;Greens/EFA;"In favour of EU integration;"
LUX;Claude Turmes;Minister of Energy  Minister of Spatial Planning;DG;Déi Gréng;Gréng;The Greens;Green politics;Greens/EFA;"In favour of EU integration;"
LUX;Marc Hansen;Minister of the Civil Service  Minister of Relations with Parliament;DP;Demokratesch Partei;DP;Democratic Party;Liberal;RE;"Strongly in favour of EU integration;"
LUX;Lex Delles;Minister of Small and Medium Enterprises  Minister of Tourism;DP;Demokratesch Partei;DP;Democratic Party;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Krišjānis Kariņš;Prime Minister of Latvia;New Unity;Vienotība;NA;Unity;Centre-right;EPP;"Strongly in favour of EU integration;"
LVA;Jānis Bordāns;Minister for Justice of LatviaVice Prime Minister;New Conservative Party;Jaunā Konservatīvā Partija;JKP;New Conservative Party;Centre-right;→EPP;"In favour of EU integration;"
LVA;Artis Pabriks;Minister for DefenceVice Prime Minister;Development/For!;Kustība Par!;PAR;Movement For!;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Ralfs Nemiro;Minister for Economics;PCL;Par cilvēcīgu Latviju;PCL;For a Humane Latvia;Right-wing;→EPP;"Somewhat in favour of EU integration;"
LVA;Jānis Vitenbergs;Minister for Economics;PCL;Par cilvēcīgu Latviju;PCL;For a Humane Latvia;Right-wing;→EPP;"Somewhat in favour of EU integration;"
LVA;Jānis Vitenbergs;Minister for Economics;National Alliance;Nacionālā Apvienība;NA;National Alliance;National-conservative;ECR;"Somewhat in favour of EU integration;"
LVA;Jānis Vitenbergs;Minister for Economics;National Alliance;Nacionālā Apvienība;NA;National Alliance;National-conservative;ECR;"Somewhat in favour of EU integration;"
LVA;Jānis Reirs;Minister for Finance;New Unity;Vienotība;NA;Unity;Centre-right;EPP;"Strongly in favour of EU integration;"
LVA;Edgars Rinkēvičs;Minister for Foreign Affairs;New Unity;Vienotība;NA;Unity;Centre-right;EPP;"Strongly in favour of EU integration;"
LVA;Sandis Ģirģens;Minister for the Interior;PCL;Par cilvēcīgu Latviju;PCL;For a Humane Latvia;Right-wing;→EPP;"Somewhat in favour of EU integration;"
LVA;Marija Golubeva;Minister for the Interior;Development/For!;Kustība Par!;PAR;Movement For!;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Ilga Šuplinska;Minister for Education and Science;New Conservative Party;Jaunā Konservatīvā Partija;JKP;New Conservative Party;Centre-right;→EPP;"In favour of EU integration;"
LVA;Anita Muižniece;Minister for Education and Science;New Conservative Party;Jaunā Konservatīvā Partija;JKP;New Conservative Party;Centre-right;→EPP;"In favour of EU integration;"
LVA;Dace Melbārde;Minister for Culture;National Alliance;Nacionālā Apvienība;NA;National Alliance;National-conservative;ECR;"Somewhat in favour of EU integration;"
LVA;Nauris Puntulis;Minister for Culture;National Alliance;Nacionālā Apvienība;NA;National Alliance;National-conservative;ECR;"Somewhat in favour of EU integration;"
LVA;Ramona Petraviča;Minister for Welfare;PCL;Par cilvēcīgu Latviju;PCL;For a Humane Latvia;Right-wing;→EPP;"Somewhat in favour of EU integration;"
LVA;Gatis Eglītis;Minister for Welfare;New Conservative Party;Jaunā Konservatīvā Partija;JKP;New Conservative Party;Centre-right;→EPP;"In favour of EU integration;"
LVA;Juris Pūce;Minister for Environmental Protection and Regional Development;Development/For!;Kustība Par!;PAR;Movement For!;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Artūrs Toms Plešs;Minister for Environmental Protection and Regional Development;Development/For!;Kustība Par!;PAR;Movement For!;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Tālis Linkaits;Minister for Transport;New Conservative Party;Jaunā Konservatīvā Partija;JKP;New Conservative Party;Centre-right;→EPP;"In favour of EU integration;"
LVA;Ilze Viņķele;Minister for Health;Development/For!;Kustība Par!;PAR;Movement For!;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Daniels Pavļuts;Minister for Health;Development/For!;Kustība Par!;PAR;Movement For!;Liberal;RE;"Strongly in favour of EU integration;"
LVA;Kaspars Gerhards;Minister for Agriculture;National Alliance;Nacionālā Apvienība;NA;National Alliance;National-conservative;ECR;"Somewhat in favour of EU integration;"
MLT;Joseph Muscat;Prime Minister;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Chris Fearne;Deputy Prime Minister;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Christian Cardona;Minister for the Economy, Investment, and Small Business;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Evarist Bartolo;Minister for Education and Employment;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Chris Fearne;Minister for Health;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Jose Herrera;Minister for Environment, Sustainable Development, and Climate Change;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Michael Falzon;Minister for Family and Children's Rights;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Edward Scicluna;Minister for Finance;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Carmelo Abela;Minister for Foreign Affairs & Trade Promotion;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Justyne Caruana;Minister for Gozo;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Michael Farrugia;Minister for Home Affairs and National Security;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Owen Bonnici;Minister for Justice, Culture, and Local Government;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Helena Dalli;Minister for European Affairs and Equality;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Edward Zammit Lewis;Minister for European Affairs and Equality;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Konrad Mizzi;Minister for Tourism;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Joe Mizzi;Minister for Energy and Water Management;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Ian Borg;Minister for Transport, Infrastructure and Capital Projects;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Robert Abela;Prime Minister;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Chris Fearne;Deputy Prime Minister & Minister for Health;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Silvio Schembri;Minister for the Economy & Industry;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Owen Bonnici;Minister for Equality, Innovation, Research & the Co-ordination of the post Covid-19 Strategy;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Justyne Caruana;Minister for Education;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
MLT;Aaron Farrugia;Minister for the Environment, Climate Change and Planning;Labour;Partit Laburista;PL;Labour Party;Centre-left;S&D;"In favour of EU integration;"
